dateConvention,referenceDecision,idBeneficiaire,nomBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriodeVersement,notificationUE,field,value,message,lineRejected
2023-10-25,Délibération CP du 24-11-2023,3805449320029.0,Association Théâtre+Cinéma Scène nationale Grand Narbonne,une aide au projet d'Education Artistique et Culturelle en direction des Maisons d'enfants à Carcatère Social,12000.0,en numéraire,unique,2023-10-30_2023-10-30,non,idBeneficiaire,3805449320029.0,SIRET du bénéficiaire manquant ou invalide,oui
2023-10-25,Délibération CP du 24-11-2023,3805449320029.0,Association Théâtre+Cinéma Scène nationale Grand Narbonne,une aide au projet d'Education Artistique et Culturelle en direction des Maisons d'enfants à Carcatère Social,12000.0,en numéraire,unique,2023-10-30_2023-10-30,non,,,SIRET de l'allocataire manquant ou invalide,oui
2022-06-07,Deliberation CP du 29-04-22,45074466900042.0,Association music'al sol,une aide à la médiation itinérante en milieu rural,5000.0,en numéraire,unique,2022-05-23_2022-05-23,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-11-28,Deliberation CP du 25-11-22,39240267300025.0,Association Union Sportive Carcassonnaise,Subvention de fonctionnement pour la saison 2022-2023,84000.0,en numéraire,unique,2022-11-28_2022-12-14,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-09-28,Délibération CP du 25/09/2020,35090616000014.0,association de développement des Hautes Corbières,Complément subvention de fonctionnement 2020,46550.0,en numéraire,unique,2020-10-20_2020-10-20,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-17,Délibération CP du 27/11/2020,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 202001383 ACI MAINTENANCE DES LOCAUX ET ATELIER BOIS,80000.0,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2013-11-27,Délibération CP du 24-11-2023,45074466900042.0,Association Music Al Sol,"une aide dans le cadre de la manifestation ""Scènes d'enfance 2024""",1113.0,en numéraire,unique,2023-12-07_2023-12-07,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-06-07,Deliberation CP du 29-04-22,45074466900042.0,Association music'al sol,"une aide à la création ""DJ purple""",1000.0,en numéraire,unique,2022-05-23_2022-05-23,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-05-17,Délibération CP du 23-04-21,38054493200029.0,"Théâtre cinéma, scène nationale du Grand Narbonne",Réalisation de la dernière phase Collège au Théâtre,100000.0,en numéraire,unique,2021-05-17_2022-05-17,non,,,SIRET de l'allocataire manquant ou invalide,non
,Délibération CP du 27/11/2020,20007192600014.0,Communauté de Communes du Limouxin,Convention FSE 202000569 Chantier d'insertion territoire Communauté de Communes du Limouxin,60000.0,en numéraire,échelonné,2021-02-02_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,oui
,Délibération CP du 27/11/2020,20007192600014.0,Communauté de Communes du Limouxin,Convention FSE 202000569 Chantier d'insertion territoire Communauté de Communes du Limouxin,60000.0,en numéraire,échelonné,2021-02-02_2021-12-31,non,dateConvention,,L'exercice n'est pas un nombre,oui
2020-12-14,Délibération CP du 27/11/2020,42155410600029.0,Régie de quartiers du carcassonnais,Convention FSE 202001388 les Chantiers Tremplin,74000.0,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2023-12-05,Délibération CP du 24-11-2023,35338402700036.0,Association Groupe de recherche et d'animation photographique,une aide à la réalisation d'un projet photo dans le cadre des Olympiades culturelles,7780.0,en numéraire,unique,2023-12-07_2023-12-07,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-05-02,Deliberation CP du 29-04-22,77578419200038.0,Francas,Projet à destination des jeunes,24000.0,en numéraire,unique,2022-05-02_2022-12-14,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-04-05,Délibération CP du 23-04-21,42335282200021.0,Fédération départementale des calendretas,Réalisation du programme d'activités culturelles dans les calandretas - Label Oc,10000.0,en numéraire,unique,2021-05-17_2022-05-17,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-15,Délibération CP du 27/11/2020,77555566700135.0,Fédération Audoise des Œuvres Laïques,Convention FSE 202001052 émergence et accompagnement au projet professionnel bassin carcassonnais,59809.26,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-15,Délibération CP du 27/11/2020,77555566700135.0,Fédération Audoise des Œuvres Laïques,Convention FSE 202001227 action de référence bassin Lézignanais et Narbonnais,56492.99,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-05-18,Deliberation CP du 29-04-22,35338402700036.0,Association Groupe audois de recherche et d'animation etnhographique,"Réalisation du programme ""Ethnologie du Patrimoine, Patrimoine de l'Ethnologie, Patrimoines des Territoires et Patrimoine Culturel Immatériel """,28000.0,en numéraire,unique,2022-05-24_2022-05-24,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-07-29,Deliberation CP du 24-06-22,78281567400042.0,Association Léo Lagrange Méditerranée,Permanences surendettement,74200.0,en numéraire,échelonné,2022-11-28_2023-12-31,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-06-14,Délibération CP du 23-04-21,45074466900042.0,Association music'al sol,Réalisation de la fabrique à la chanson dans le cadre du CGEAC Carca Agglo,1000.0,en numéraire,unique,2021-06-14_2022-06-14,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-01-15,Délibération CP du 27/11/2020,20003585500010.0,Communauté de Communes Castelnaudary Lauragais Audois,Convention FSE 202000836 Chantier d'insertion cœur de villages patrimoine territoire Communauté de Communes Castelnaudary Lauragais Audois,63000.0,en numéraire,échelonné,2021-02-01_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-14,Délibération CP du 27/11/2020,20003570700013.0,Communauté de Communes Piège Lauragais Malepère,Convention FSE 202000455 Chantier d'insertion territoire Communauté de Communes Piège Lauragais Malepère,60000.0,en numéraire,échelonné,2020-12-15_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-06-07,Deliberation CP du 29-04-22,43312253800013.0,Centre Joe Bousquet et son temps,Contrat d'objectif et les actions culturelles,70000.0,en numéraire,unique,2022-06-07_2022-06-07,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-07-29,Deliberation CP du 24-06-22,78281567400042.0,Association Léo Lagrange Méditerranée,Ateliers des essentiels de la consommation,4260.0,en numéraire,unique,2022-11-28_2022-11-28,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-06-14,Délibération CP du 23-04-21,45074466900042.0,Association music'al sol,Actions de médiation culturelles,3000.0,en numéraire,unique,2021-06-14_2022-06-14,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-11-30,Délibération CP du 27/11/2020 (n° 46),39240267300025.0,Association Union Sportive Carcassonnaise,Subvention de fonctionnement pour la saison 2020-2021,84000.0,en numéraire,unique,2020-11-30_2020-11-30,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-01-14,Délibération CP du 27/11/2020,34792587700040.0,Centre de Formation Professionnelle du Midi,Convention FSE 202000938 action de référence du bassin carcassonnais,46483.71,en numéraire,échelonné,2021-02-01_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-06-07,Deliberation CP du 29-04-22,48080389900065.0,Association 11 bouge,Aide à la programmation,27000.0,en numéraire,unique,2022-06-07_2022-06-07,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-10-04,Deliberation CP du 30-09-22,49358290200034.0,Banque alimentaire de l'Aude,Lutte contre le gaspillage alimentaire,15000.0,en numéraire,unique,2022-12-01_2022-12-01,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-05-17,Délibération CP du 23-04-21,83465490700015.0,Occitanie Livre & Lecture,Développement du livre et de la lecture,8000.0,en numéraire,unique,2021-05-17_2022-05-17,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-11-30,Délibération CP du 27/11/2020 (n° 46),45002885700016.0,Club Narbonne Volley,Subvention de fonctionnement pour la saison 2020-2021,36000.0,en numéraire,échelonné,2020-11-30_2021-11-29,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-11-30,Délibération CP du 27/11/2020 (n° 46),52395483200029.0,SASP de l'Union Sportive Carcassonnaise,Subvention de fonctionnement pour la saison 2020-2021,23000.0,en numéraire,échelonné,2020-11-30_2021-11-29,oui,,,SIRET de l'allocataire manquant ou invalide,non
2022-06-07,Deliberation CP du 29-04-22,45074466900042.0,Association music'al sol,"une aide à la création ""Dalele""",2000.0,en numéraire,unique,2022-05-23_2022-05-23,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-11-28,Deliberation CP du 25-11-22,38745232900015.0,Association Racing Club Narbonne,Subvention de fonctionnement pour la saison 2022-2023,78000.0,en numéraire,unique,2022-11-28_2022-12-14,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-06-15,Délibération CP du 23-04-21,40296541200016.0,Association La Claranda,Saison culturelle itinérante en Haute vallée de l'Aude,16000.0,en numéraire,unique,2021-06-21_2021-06-21,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-16,Délibération CP du 27/11/2020,38054493200029.0,"Théâtre cinéma, scène nationale du Grand Narbonne",Projet artistique et culturel du théâtre scène nationale de Narbonne,40000.0,en numéraire,échelonné,2021-01-13_2021-01-28,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-23,Délibération CP du 18/12/2020,42155410600029.0,Régie de Quartiers du Carcassonnais,Convention FSE 202001389 lutte contre l'exclusion liée à la  fracture numérique,41867.38,en numéraire,échelonné,2020-12-23_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-07-21,Deliberation CP du 29-04-22,32315845100019.0,ADCFA - Scene nationale de Foix et de l'Ariège,"Réalisation du projet ""Les Pierres de Gué"" Scène d'Aude et d'Ariège",8000.0,en numéraire,unique,2022-07-21_2022-07-21,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-04-05,Délibération CP du 23-04-21,35108335700068.0,Compagnie juin 88,aide aux projets culturels dans le cadre de la CGEAC du Limouxin et de Carcassonne Agglo,5000.0,en numéraire,unique,2021-05-17_2022-05-17,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-02-08,Délibération CP du 16-07-21,42121708400019.0,Association Le Passe Muraille,L'organisation d'une exposition,23500.0,en numéraire,unique,2021-08-12_2021-08-12,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-03,Délibération CP du 30/11/2018,38745232900015.0,Club Racing Club Narbonne Méditerrannée,Subvention de fonctionnement pour la saison 2018-2019,99000.0,en numéraire,échelonné,2018-12-18_2019-04-26,oui,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,42335282200021.0,Fédération départementale des calendretas,Programme d'activités culturelles dans les calendretas,10000.0,en numéraire,unique,2019-06-01_2019-06-30,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-05-13,Deliberation CP du 29-04-22,38965363500026.0,Farandole,Subvention de fonction 2022,41800.0,en numéraire,autre,2022-05-13_2022-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-05-31,Délibération CP du 23-04-21,38809532500022.0,Association des amis du cinoch,Aide au projet Adolescences dans le cadre du CGEAC,1660.0,en numéraire,unique,2021-05-31_2022-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-10-14,Délibération CP du 24/09/2021,30200478300015.0,Association du Restaurant inter-administratif de Carcassonne,Convention financière cadre,30426.33,en numéraire,unique,2021-10-21_2021-10-21,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-12-03,Délibération CP du 30/11/2018,45002885700016.0,Club Narbonne Volley,Subvention de fonctionnement pour la saison 2018-2019,36000.0,en numéraire,échelonné,2018-12-18_2019-04-26,oui,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,30674280000031.0,Association amicale laique de Carcassonne,Programme d'actions culturelles 2019,3500.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-05-02,Deliberation CP du 29-04-22,33294416400034.0,association Acti City - Information Jeunesse,"Subvention en faveur de la jeunesse : pour l'information des jeunes, pour l'accès à la culture, aux loisirs, et aux sports, pour accompagner les jeunes dans leur accès à l'autonomie",382800.0,en numéraire,échelonné,2022-05-02_2022-12-14,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-05-31,Délibération CP du 23-04-21,38809532500022.0,Association des amis du cinoch,Organisation d'ateliers dans la cadre de collèges au cinéma,3000.0,en numéraire,unique,2021-05-31_2022-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-10-14,Délibération CP du 24/09/2021,30200478300015.0,Association du Restaurant inter-administratif de Carcassonne,Subvention exceptionnelle,34667.0,en numéraire,unique,2021-11-08_2021-11-08,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,35338402700036.0,association Groupe audois de recherche et d'animation etnhographique,"Réalisation de l'exposition ""Cultura Viva""",2000.0,en numéraire,unique,2019-05-01_2019-05-01,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,38773659800020.0,Association Montolieu Village du livre,Programme d'activités culturelles autour de la valorisation des arts et métiers du livre,32000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-05-02,Deliberation CP du 29-04-22,39819156900365.0,Unis-Cité,Mobilisation de 20 services civiques sur le programme Solidarité Seniors,40000.0,en numéraire,échelonné,2022-05-24_2022-12-31,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-05-31,Délibération CP du 23-04-21,40840147900014.0,Association le Marque Page,Mise en oeuvre du projet culturel de la Maison du Banquet et des Générations,35000.0,en numéraire,unique,2021-05-31_2022-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-12-16,Délibération CP du 26-11-21,33947067600034.0,ASSOCIATION THEATRE POPULAIRE,opération Collège au théâtre,45000.0,en numéraire,échelonné,2021-12-20_2022-02-21,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,35108335700068.0,Compagnie juin 88,subvention de mise en oeuvre du projet artistique du Théâtre dans les vignes,23000.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,45074466900042.0,association music'al sol,Création artistique DalŠle,4000.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-10-04,Deliberation CP du 30-09-2022,49358290200034.0,Banque alimentaire de l'Aude,Achats auprès des producteurs et éleveurs locaux,16000.0,en numéraire,unique,2022-12-01_2022-12-01,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-07-05,Délibération CP du 23-04-21,38773659800020.0,Association Montolieu Village du livre,Réalisation de la Fabrique à livre 2021,34000.0,en numéraire,échelonné,2021-05-17_2022-05-17,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-12-02,Délibération CP du 29/11/2019 (n° 52),52395483200029.0,SASP de l'Union Sportive Carcassonnaise,Subvention de fonctionnement pour la saison 2019-2020,23000.0,en numéraire,échelonné,2019-12-03_2020-11-27,oui,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,43312253800013.0,Centre Joe Bousquet et son temps,Rencontres d'artistes et d'écrivains et médiation en direction des scolaires,23900.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,45074466900042.0,association music'al sol,Création artistique Séraphine,3000.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-12-08,Deliberation CP du 28-10-22,83498343900029.0,Paris 2024 Comité d'Organisation des Jeux Olympiques et Paralympiques,passage du relais de la flamme olympique dans l'Aude en 2024,180000.0,en numéraire,échelonné,2022-12-08_2024-02-29,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-05-31,Délibération CP du 23-04-21,48080389900065.0,Association 11 bouge,Aide à la programmation 2021,27000.0,en numéraire,unique,2021-05-31_2022-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-05-13,Délibération CP du 14/04/2020 n°423,43779703800068.0,Groupe Education Environnement de l'Aude/  GEE AUDE,Subvention de fonctionnment  2020,45500.0,en numéraire,échelonné,2020-06-01_2021-03-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,41224378400011.0,Association cinem'aude 2000 et vilatges al pais,Organisation d'un réseau de diffusion cinématographique en milieu rural,80000.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,35338402700036.0,Association Groupe de recherche d'animation photographique,Projet de développement du livre et de la lecture dans l'Aude,1500.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-05-31,Délibération CP du 23-04-21,38809532500022.0,Association des amis du cinoch,Promotion du cinéma d'art et d'essai,13000.0,en numéraire,unique,2021-05-31_2022-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-08-06,Délibération CP du 04/06/2021,38965363500026.0,Farandole,Subvention de fonction 2021,33400.0,en numéraire,autre,2021-06-08_2021-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-07-21,Délibération CP du 14/04/2020,88111584400014.0,Association Passion Fontfroide,fonds de soutien COVID 19,50000.0,en numéraire,unique,2020-07-21_2020-07-21,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,48080389900065.0,Association 11 bouge,"Accompagnement au projet ""Le Bal Arab'Oc""",2000.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/19,43779703800068.0,GEE AUDE,Subvention de fonctionnement Programme ENSemble 2019,45500.0,en numéraire,échelonné,non précisé,non,datesPeriodeVersement,non précisé,donnée non récupérable,
2019-05-14,Délibération CP du 26/04/19,43779703800068.0,GEE AUDE,Subvention de fonctionnement Programme ENSemble 2019,45500.0,en numéraire,échelonné,non précisé,non,datesPeriodeVersement,non précisé,donnée non récupérable,
2019-05-14,Délibération CP du 26/04/19,43779703800068.0,GEE AUDE,Subvention de fonctionnement Programme ENSemble 2019,45500.0,en numéraire,échelonné,non précisé,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-05-17,Délibération CP du 23-04-21,77578419200038.0,Association Les Francas de l'Aude,Aide au fonctionnement,23000.0,en numéraire,unique,2021-05-17_2022-05-17,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-11-29,Délibération CP du 26/11/2021 (n° 40),52395483200029.0,SASP de l'Union Sportive Carcassonnaise,Subvention de fonctionnement pour la saison 2021-2022,23000.0,en numéraire,unique,2021-11-29_2021-12-15,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-06-17,Délibération CP du 20/05/2020 n° 32,8612023500113.0,SAFER OCCITANIE,Subvention de fonctionnement 2020,28000.0,en numéraire,échelonné,2020-06-01_2021-03-31,non,idBeneficiaire,8612023500113.0,SIRET du bénéficiaire manquant ou invalide,oui
2020-06-17,Délibération CP du 20/05/2020 n° 32,8612023500113.0,SAFER OCCITANIE,Subvention de fonctionnement 2020,28000.0,en numéraire,échelonné,2020-06-01_2021-03-31,non,,,SIRET de l'allocataire manquant ou invalide,oui
2019-05-14,Délibération CP du 26/04/2019,41754319600048.0,compagnie portes sud,"Création de la pièce chorégraphique ""Bizarre, Bizarre""",6000.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/19,42116704000011.0,SAS SIEUR D'ARQUES,Subvention de fonctionnement 2019,15000.0,en numéraire,unique,2019-05-28_2019-05-28,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-06-14,Délibération CP du 23-04-21,45074466900042.0,Association music'al sol,Soutien à la diffusion artistique,18000.0,en numéraire,unique,2021-06-14_2022-06-14,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-11-29,Délibération CP du 26-11-2021 (n° 40),90040594500016.0,SASSP du Racing Club Narbonne,Subvention de fonctionnement pour la saison 2021-2022,23000.0,en numéraire,unique,2021-11-29_2021-12-15,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-06-25,Délibération CP du 20/05/2020 n°29,39301786800059.0,Fédération Aude Claire,Subvention d'investissement 2020,960.0,en numéraire,échelonné,2020-06-01_2024-06-01,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/2019,41754319600048.0,compagnie portes sud,Aide … une action spécifique intitulée Se mouvoir en toute liberté,2200.0,en numéraire,unique,2019-05-01_2019-05-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-04-11,Délibération CP du 26/04/2019,52776344500022.0,AQUA VALLEY,Subvention de financement 2019,14238.0,en numéraire,échelonné,25/07/2019_2019-07-25,non,datesPeriodeVersement,25/07/2019_2019-07-25,donnée non récupérable,
2019-04-11,Délibération CP du 26/04/2019,52776344500022.0,AQUA VALLEY,Subvention de financement 2019,14238.0,en numéraire,échelonné,25/07/2019_2019-07-25,non,datesPeriodeVersement,25/07/2019_2019-07-25,donnée non récupérable,
2019-04-11,Délibération CP du 26/04/2019,52776344500022.0,AQUA VALLEY,Subvention de financement 2019,14238.0,en numéraire,échelonné,25/07/2019_2019-07-25,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-08-06,Délibération CP du 04/06/2021 (n° 53),52395483200029.0,SASP de l'Union Sportive Carcassonnaise,Subvention d'investissement pour le centre de formation,40000.0,en numéraire,unique,2021-06-08_2021-12-15,oui,,,SIRET de l'allocataire manquant ou invalide,non
2021-11-29,Délibération CP du 26-11-2021 (n° 40),38745232900015.0,Association Racing Club Narbonne Méditerrannée,Subvention de fonctionnement pour la saison 2021-2022,84000.0,en numéraire,unique,2021-11-29_2021-12-15,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-07-21,Délibération CP du 16/07/2020,30200478300015.0,Association du Restaurant inter-administratif de Carcassonne,Convention financière cadre,66047.7,en numéraire,unique,2020-08-18_2020-08-18,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-06,Délibération CP du 26/04/2019,45074466900042.0,association music'al sol,saison kultur'al 2019,16500.0,en numéraire,échelonné,2019-05-01_2019-07-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2017-06-16,Délibération CP du 28/05/2019,20002678900053.0,SYADEN,Subvention de fonctionnement 2019,13195.0,en numéraire,unique,2019-06-26_2019-06-26,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-02-08,Délibération CP du 16-07-21,40840147900014.0,Association le Marque Page,IL S'AGIT D'UN AVENANT / Organisation du festival Contrechamps,5000.0,en numéraire,unique,2021-08-12_2021-08-12,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-11-29,Délibération CP du 26-11-2021 (n° 40),45002885700016.0,Club Narbonne Volley,Subvention de fonctionnement pour la saison 2021-2022,51000.0,en numéraire,unique,2021-11-29_2021-12-15,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-11-03,Délibération CP du 25/09/2020,20003571500016.0,Carcassonne Agglomération,Convention FSE 202000739 Faciliter les rapprochements avec les acteurs économiques,51158.67,en numéraire,échelonné,2020-11-05_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-05-14,Délibération CP du 26/04/19,43779703800068.0,GEE AUDE,Subvention de fonctionnement 2019,15000.0,en numéraire,unique,2019-05-28_2019-05-28,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",31119941800048.0,Réseau en scène,Conseils et assistance aux arts du spectacle dans l'Aude,19000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",31119941800048.0,Réseau en scène,Conseils et assistance aux arts du spectacle dans l'Aude,19000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2021-12-13,Délibération CP du 26-11-21,38054493200029.0,THEATRE + CINEMA - SCENE NATIONALE LE GRAND NARBONNE,opération Collège au théâtre,40000.0,en numéraire,échelonné,2022-02-07_2022-02-07,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-02-04,Délibération CP du 29/11/2019,26110023400127.0,CCAS Narbonne,Convention FSE 201901038 Référence Insertion Professionnelle,28860.56,en numéraire,échelonné,2020-02-06_2023-02-06,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-17,Délibération CP du 27/11/2020,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 202001367 ACI COMMUNICATION,74000.0,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-04-04,Délibération CP du 30/03/2018,50405519500029.0,Comité des œuvres sociales,Fonctionnement,1832431.06,en numéraire,échelonné,2018-04-09_2018-05-17,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",38809532500022.0,Association des amis du cinoch,"organisation de la manifestation ""cinéma d'automne""",1000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",38809532500022.0,Association des amis du cinoch,"organisation de la manifestation ""cinéma d'automne""",1000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2022-12-01,Délibération CP du 16-12-21,35338402700036.0,GRAPh,réalisation de la programmation artistique et culturelle du Graph,23000.0,en numéraire,unique,2022-02-07_2022-02-07,non,,,SIRET de l'allocataire manquant ou invalide,non
2019-12-02,Délibération CP du 29/11/2019 (n° 52),39240267300025.0,Association Union Sportive Carcassonnaise,Subvention de fonctionnement pour la saison 2019-2020,84000.0,en numéraire,échelonné,2019-12-03_2020-11-27,oui,,,SIRET de l'allocataire manquant ou invalide,non
2020-12-17,Délibération CP du 27/11/2020,39825436700061.0,Initiatives pour le Développement de l'Emploi dans l'Aude Littoral,Convention FSE 202001387 ACI RECYCLAGE:DEEE -DECO MODE-MOBILITE DEUX ROUES,110000.0,en numéraire,échelonné,2020-12-17_2020-12-31,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",77578419200038.0,Association Les Francas de l'Aude,Aide au fonctionnement,23000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",77578419200038.0,Association Les Francas de l'Aude,Aide au fonctionnement,23000.0,en numéraire,échelonné,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2018-06-05,"Délibération CP du
04/05/2018",32315845100019.0,Association pour le développement et l'action culturelle de Foix et de l'Ariège,Réalisation du projet les pierres de gué - scènes d'Aude et d'Ariège,10000.0,en numéraire,unique,2018-06-01 00:00:00,non,datesPeriodeVersement,2018-06-01 00:00:00,donnée non récupérable,
2018-06-05,"Délibération CP du
04/05/2018",32315845100019.0,Association pour le développement et l'action culturelle de Foix et de l'Ariège,Réalisation du projet les pierres de gué - scènes d'Aude et d'Ariège,10000.0,en numéraire,unique,2018-06-01 00:00:00,non,,,SIRET de l'allocataire manquant ou invalide,non
2020-07-09,Délibération CP du 18/06/2020,38965363500026.0,Farandole,Subvention de fonction 2020,33440.0,en numéraire,autre,2020-09-17_2021-02-04,non,,,SIRET de l'allocataire manquant ou invalide,non
